.
PROP_NAME
PIN
UV_TR
UV_BG
URL
ZONING
ZONELUT
PARCEL_DEV_SQFT
BLDG_AV
LAND_AV
PUB_OWN_TYPE
SMPL_PUBOWN
SMPL_TAXE
POT_UNITS
TAX_STATUS
RESSTAT
ADJRCAP_FL_AREA_MAX
ALL
PUBLIC
TAX_EXEMPT
REDEV
PARKING
CHURCH
HIST_LNDMRK
