.
OBJECTID
UV_NAME
UV_TYPE
POLYID
SUBPOLY
WATER
TYPE_NAME
COMMON_ARE
UC_INIT
VILLINT
CENVILLNO
VILLNUMB
ACRES
SHAPE_AREA
SHAPE_LEN
