GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0800000US530339292872625026400,530339292872625026400,"Census Tract 264 (part), Tukwila city, Seattle CCD, King County, Washington",0,12
0800000US530339292872625027100,530339292872625027100,"Census Tract 271 (part), Tukwila city, Seattle CCD, King County, Washington",344,202
0800000US530339292872625027200,530339292872625027200,"Census Tract 272, Tukwila city, Seattle CCD, King County, Washington",2256,322
0800000US530339292872625027300,530339292872625027300,"Census Tract 273 (part), Tukwila city, Seattle CCD, King County, Washington",4036,346
0800000US530339292872625028100,530339292872625028100,"Census Tract 281 (part), Tukwila city, Seattle CCD, King County, Washington",390,185
0800000US530339292872625028200,530339292872625028200,"Census Tract 282, Tukwila city, Seattle CCD, King County, Washington",4213,424
0800000US530339292872625028300,530339292872625028300,"Census Tract 283 (part), Tukwila city, Seattle CCD, King County, Washington",1017,353
0800000US530339292872625028802,530339292872625028802,"Census Tract 288.02 (part), Tukwila city, Seattle CCD, King County, Washington",0,12
0800000US530339292878225026500,530339292878225026500,"Census Tract 265 (part), White Center CDP, Seattle CCD, King County, Washington",4063,368
0800000US530339292878225026600,530339292878225026600,"Census Tract 266, White Center CDP, Seattle CCD, King County, Washington",2671,283
0800000US530339292878225026700,530339292878225026700,"Census Tract 267 (part), White Center CDP, Seattle CCD, King County, Washington",1831,549
0800000US530339292878225026801,530339292878225026801,"Census Tract 268.01, White Center CDP, Seattle CCD, King County, Washington",5795,507
0800000US530339292878225026802,530339292878225026802,"Census Tract 268.02 (part), White Center CDP, Seattle CCD, King County, Washington",451,232
0800000US530339292878225027000,530339292878225027000,"Census Tract 270 (part), White Center CDP, Seattle CCD, King County, Washington",387,182
0800000US530339292899999020100,530339292899999020100,"Census Tract 201 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999020800,530339292899999020800,"Census Tract 208 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999020900,530339292899999020900,"Census Tract 209 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999021300,530339292899999021300,"Census Tract 213 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999021400,530339292899999021400,"Census Tract 214 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999021500,530339292899999021500,"Census Tract 215 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999026300,530339292899999026300,"Census Tract 263 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999026700,530339292899999026700,"Census Tract 267 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999027000,530339292899999027000,"Census Tract 270 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999027600,530339292899999027600,"Census Tract 276 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999027800,530339292899999027800,"Census Tract 278 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999028300,530339292899999028300,"Census Tract 283 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",10,15
0800000US530339292899999028600,530339292899999028600,"Census Tract 286 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999028901,530339292899999028901,"Census Tract 289.01 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999029001,530339292899999029001,"Census Tract 290.01 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999029102,530339292899999029102,"Census Tract 291.02 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",307,127
0800000US530339292899999029307,530339292899999029307,"Census Tract 293.07 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",3264,261
0800000US530339292899999029602,530339292899999029602,"Census Tract 296.02 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
0800000US530339292899999029700,530339292899999029700,"Census Tract 297 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",72,83
0800000US530339292899999029801,530339292899999029801,"Census Tract 298.01 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",424,182
0800000US530339292899999029802,530339292899999029802,"Census Tract 298.02 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",16,25
0800000US530339292899999990100,530339292899999990100,"Census Tract 9901 (part), Remainder of Seattle CCD, Seattle CCD, King County, Washington",0,12
