TOTAL,WHITE,POC,BLACK,AM_INDIAN,ASIAN,PACIFIC,HISPANIC,OTHER,PCT_WHITE,PCT_POC,PCT_BLACK,PCT_AM_INDIAN,PCT_ASIAN,PCT_PACIFIC,PCT_HISPANIC,PCT_OTHER
1004096,608421,395675,83590,6349,148216,9939,96369,51212,60.59,39.41,8.32,0.63,14.76,0.99,9.6,5.1
