TOTAL,UNDER50PCT,BTWN50TO99PCT,BTWN100TO124PCT,BTWN125TO149PCT,BTWN150TO184PCT,BTWN185TO199PCT,OVER200PCT,UNDER200PCT,PCT_UNDER200PCT
634687,45849,43934,18480,22656,27177,12947,463644,171043,26.95
