TOTAL,WHITE,POC,BLACK,AM_INDIAN,ASIAN,PACIFIC,HISPANIC,OTHER,PCT_WHITE,PCT_POC,PCT_BLACK,PCT_AM_INDIAN,PCT_ASIAN,PCT_PACIFIC,PCT_HISPANIC,PCT_OTHER
637850,422287,215563,45871,3508,90286,2956,40577,32365,66.2,33.8,7.19,0.55,14.15,0.46,6.36,5.07
